Id,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index (for debugging)
a02f4000006n6r1AAA,09/21/2015,,11/28/2018,Attending,Bachelor's,NSC,,,2047
a02f400000Bli51AAB,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2365
a02f4000006n7DjAAI,09/25/2017,03/30/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2364
a02f4000006n7DiAAI,09/26/2016,12/16/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2363
a02f4000006n7DhAAI,09/22/2014,03/25/2016,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2362
a02f4000006n7DgAAI,04/10/2017,12/15/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2361
a02f4000006n6s4AAA,09/26/2013,03/18/2016,11/28/2018,Withdrew,Bachelor's,NSC,,,2675
a02f400000Bli7RAAR,07/02/2018,07/05/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2674
a02f4000006n7EhAAI,08/24/2016,05/14/2018,11/28/2018,Transferred out,Bachelor's,NSC,,,809
a02f4000006n7EgAAI,06/19/2017,07/27/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,808
a02f4000006n75JAAQ,09/21/2013,06/15/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ART AND DESIGN: GAMES AND PLAYABLE MEDIA,505
a02f400000Bli4aAAB,04/09/2018,06/29/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1613
a02f4000006n73aAAA,09/26/2016,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,25
a02f4000006n73dAAA,08/29/2016,12/17/2016,11/28/2018,Withdrew,Bachelor's,NSC,,,2751
a02f4000006n7FgAAI,06/15/2015,06/22/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1436
a02f400000BlhyvAAB,08/13/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1435
a02f4000006n7FjAAI,08/14/2017,12/15/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1434
a02f4000006n7FiAAI,01/14/2013,10/11/2013,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1433
a02f4000006n7FfAAI,01/13/2014,12/09/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1432
a02f4000006n7FkAAI,06/13/2016,08/04/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1431
a02f4000006n7FhAAI,08/23/2012,12/14/2012,11/28/2018,Transferred out,Bachelor's,NSC,,,1430
a02f4000006n6vWAAQ,06/13/2016,09/18/2016,11/28/2018,Transferred out,Bachelor's,NSC,,,723
a02f4000006n6vVAAQ,08/15/2014,05/11/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,LANDSCAPE ARCHITECTURE BA,722
a02f400000Bli48AAB,06/11/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,389
a02f4000006n74IAAQ,09/25/2017,03/30/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,388
a02f400000Bli49AAB,07/02/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,387
a02f400000Bli9KAAR,08/27/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,211
a02f400000Bli3cAAB,09/24/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2215
a02f4000006n6woAAA,09/26/2016,11/09/2016,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2214
a02f400000Blhz0AAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,804
a02f4000006n6jRAAQ,09/21/2016,06/11/2017,11/28/2018,Withdrew,Bachelor's,NSC,,,2625
a02f4000006n6ywAAA,08/21/2017,,11/28/2018,Attending,Bachelor's,NSC,,,2624
a02f4000006n7LsAAI,08/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,552
a02f4000006n7AyAAI,08/21/2013,05/13/2014,11/28/2018,Transferred out,Bachelor's,NSC,,,2139
a02f400000Bli84AAB,01/17/2018,07/19/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2138
a02f4000006n7AwAAI,06/15/2015,07/23/2015,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2137
a02f4000006n7AvAAI,01/02/2014,01/27/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2136
a02f4000006n7AxAAI,01/02/2014,01/27/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2135
a02f4000006n72XAAQ,06/19/2017,07/13/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,58
a02f4000006n72WAAQ,01/22/2015,12/17/2016,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,57
a02f400000Bli60AAB,06/12/2017,07/20/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1592
a02f400000Bli5yAAB,01/08/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1591
a02f400000Bli5zAAB,01/17/2017,12/07/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1590
a02f400000Bli61AAB,08/17/2015,07/21/2016,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1589
a02f4000006n6gJAAQ,08/19/2013,01/16/2015,11/28/2018,Withdrew,Bachelor's,NSC,,,880
a02f4000006n7MBAAY,09/27/2017,,11/28/2018,Attending,Bachelor's,NSC,,,805
a02f4000006n75iAAA,08/28/2017,09/06/2018,11/28/2018,Withdrew,Bachelor's,NSC,,,876
a02f400000Bli40AAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2451
a02f4000006n7E9AAI,08/24/2015,05/27/2016,11/28/2018,Withdrew,Bachelor's,NSC,,,574
a02f4000006n793AAA,08/21/2015,01/04/2016,11/28/2018,Withdrew,Bachelor's,NSC,,,266
a02f4000006n792AAA,08/26/2013,12/20/2014,11/28/2018,Withdrew,Bachelor's,NSC,,,265
a02f4000006n6y3AAA,09/15/2016,,11/28/2018,Attending,Bachelor's,NSC,,,1967
a02f4000006n6y4AAA,06/19/2017,07/27/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1966
a02f4000006n7AoAAI,01/23/2017,09/10/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2547
a02f4000006n7ApAAI,08/24/2016,12/14/2016,11/28/2018,Transferred out,Bachelor's,NSC,,,2546
a02f400000Bli69AAB,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2559
a02f400000Bli0fAAB,09/24/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2653
a02f4000006n6fYAAQ,09/26/2016,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2652
a02f400000Bli6QAAR,09/24/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,393
a02f400000BlhyyAAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2257
a02f4000006n6qMAAQ,08/21/2015,06/02/2016,11/28/2018,Transferred out,Bachelor's,NSC,,,2223
a02f4000006n6qLAAQ,09/26/2016,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2222
a02f4000006n7CaAAI,08/28/2017,12/16/2017,11/28/2018,Transferred out,Bachelor's,NSC,,,2012
a02f400000Bli1nAAB,01/16/2018,05/20/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2011
a02f400000Bli1mAAB,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2010
a02f400000Bli6nAAB,08/20/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2116
a02f4000006n6hbAAA,08/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1642
a02f400000Bli3OAAR,04/09/2018,06/29/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1641
a02f4000006n78GAAQ,09/01/2015,05/18/2017,11/28/2018,Withdrew,Bachelor's,NSC,,,2147
a02f4000006n70MAAQ,06/06/2016,,11/28/2018,Attending,Bachelor's,NSC,,,577
a02f4000006n74bAAA,08/22/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1614
a02f400000Blhy6AAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1024
a02f400000Bli7WAAR,08/27/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1750
a02f4000006n6iEAAQ,08/24/2015,,11/28/2018,Attending,Bachelor's,NSC,,,2187
a02f400000Bli2rAAB,08/20/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2186
a02f400000Bli23AAB,04/09/2018,10/19/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2895
a02f4000006n719AAA,09/21/2015,09/15/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2894
a02f400000Bli22AAB,09/25/2017,06/29/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2893
a02f4000006n7P3AAI,08/08/2016,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1849
a02f4000006n76yAAA,09/21/2016,,11/28/2018,Attending,Bachelor's,NSC,,,250
a02f400000Bli7PAAR,01/13/2018,03/09/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,248
a02f4000006n770AAA,08/20/2016,12/15/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,247
a02f4000006n76zAAA,06/19/2017,07/27/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,249
a02f4000006n75BAAQ,06/15/2015,08/06/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2231
a02f4000006n75AAAQ,08/27/2012,05/25/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,BUSINESS (MANAGEMENT)-BS,2230
a02f4000006n759AAA,06/16/2014,08/09/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2229
a02f400000Bli1fAAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2830
a02f4000006n6hWAAQ,08/29/2013,05/12/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,POLITICAL SCIENCE,2085
a02f4000006n6smAAA,08/24/2016,,11/28/2018,Attending,Bachelor's,NSC,,,2155
a02f4000006n6slAAA,06/19/2017,07/27/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2154
a02f4000006n76iAAA,09/18/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1062
a02f4000006n7B1AAI,08/20/2013,05/18/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SOCIOLOGY,1682
a02f4000006n6iOAAQ,08/23/2017,05/11/2018,11/28/2018,Withdrew,Bachelor's,NSC,,,116
a02f400000Bli2bAAB,09/24/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,115
a02f4000006n79fAAA,08/16/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,585
a02f4000006n72lAAA,08/28/2017,,11/28/2018,Attending,Bachelor's,NSC,,,548
a02f4000006n6iGAAQ,08/21/2017,,11/28/2018,Attending,Bachelor's,NSC,,,97
a02f4000006n6mBAAQ,08/26/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,201
a02f4000006n72HAAQ,10/02/2014,12/19/2014,11/28/2018,Withdrew,Bachelor's,NSC,,,755
a02f4000006n72GAAQ,09/22/2014,12/12/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,754
a02f400000BlhytAAB,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1745
a02f4000006n6icAAA,08/26/2013,06/02/2015,11/28/2018,Transferred out,Bachelor's,NSC,,,1744
a02f4000006n6ibAAA,08/17/2015,12/15/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1743
a02f4000006n7PDAAY,08/17/2016,,11/28/2018,Attending,Bachelor's,NSC,,,2554
a02f400000Bli14AAB,08/20/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2553
a02f4000006n7ERAAY,05/21/2012,08/12/2012,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2291
a02f4000006n7EXAAY,09/19/2011,06/13/2014,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS IN PSYCHOLOGY AND SOCIAL BEHAVIOR,PSYCHOLOGY AND SOCIAL BEHAVIOR,2290
a02f4000006n7EWAAY,06/17/2013,08/10/2013,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2289
a02f4000006n7EVAAY,06/18/2012,07/09/2012,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2288
a02f4000006n7ESAAY,04/07/2014,01/11/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2287
a02f4000006n7EUAAY,06/13/2016,12/15/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2286
a02f4000006n7ETAAY,08/19/2013,11/04/2013,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2285
a02f4000006n7EYAAY,01/09/2017,03/31/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2284
a02f4000006n6sEAAQ,09/10/2012,10/02/2012,11/28/2018,Transferred out,Bachelor's,NSC,,,2335
a02f400000BlhyCAAR,01/08/2018,03/30/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2334
a02f4000006n6sDAAQ,08/20/2012,05/17/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2333
a02f400000Bli5oAAB,09/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2817
a02f400000BlhzEAAR,06/04/2018,,11/28/2018,Attending,Bachelor's,NSC,,,374
a02f4000006n7GhAAI,06/13/2016,08/04/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,373
a02f4000006n7GgAAI,06/15/2015,07/30/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,372
a02f4000006n7GjAAI,01/13/2014,05/15/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,KINESIOLOGY,371
a02f4000006n7GiAAI,09/04/2012,05/14/2013,11/28/2018,Transferred out,Bachelor's,NSC,,,370
a02f4000006n7GfAAI,07/01/2013,12/13/2013,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,369
a02f400000Bli4yAAB,09/13/2018,,11/28/2018,Attending,Bachelor's,NSC,,,655
a02f4000006n7D8AAI,08/24/2016,02/06/2017,11/28/2018,Transferred out,Bachelor's,NSC,,,861
a02f4000006n7D9AAI,04/10/2017,06/29/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,860
a02f4000006n7BvAAI,09/05/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,390
a02f4000006n6xmAAA,08/17/2011,12/17/2011,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2436
a02f4000006n6xnAAA,06/30/2014,06/26/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2435
a02f4000006n6xlAAA,05/26/2016,05/26/2016,11/28/2018,Graduated,Certificate,NSC,CERTIFICATE OF ACCOMPLISHMENT,EMERGENCY MEDICAL TECHNICIAN,2434
a02f4000006n6xkAAA,08/17/2015,12/20/2015,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2433
a02f4000006n6jUAAQ,08/28/2017,,11/28/2018,Attending,Bachelor's,NSC,,,958
a02f400000Bli5BAAR,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,180
a02f4000006n6vGAAQ,08/24/2011,12/17/2013,11/28/2018,Graduated,Bachelor's,NSC,,,179
a02f4000006n6vEAAQ,09/26/2016,05/26/2017,11/28/2018,Withdrew,Bachelor's,NSC,,,178
a02f4000006n6vFAAQ,01/13/2014,05/26/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,177
a02f400000Bli3VAAR,07/02/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1503
a02f4000006n745AAA,08/17/2016,05/24/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1502
a02f400000Bli4GAAR,08/21/2018,,11/28/2018,Attending,Bachelor's,NSC,,,210
a02f4000006n6yeAAA,08/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,145
a02f4000006n7CeAAI,09/02/2015,,11/28/2018,Attending,Bachelor's,NSC,,,2405
a02f4000006n72qAAA,04/08/2013,05/27/2013,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,212
a02f4000006n7GNAAY,08/20/2015,,11/28/2018,Attending,Bachelor's,NSC,,,138
a02f4000006n7GMAAY,06/20/2016,07/28/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,137
a02f400000Bli2XAAR,08/11/2018,,11/28/2018,Attending,Bachelor's,NSC,,,849
a02f400000BlhyBAAR,09/24/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1617
a02f4000006n7L8AAI,08/28/2017,,11/28/2018,Attending,Bachelor's,NSC,,,2688
a02f400000Bli7dAAB,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1758
a02f4000006n6gBAAQ,09/15/2014,,11/28/2018,Attending,Bachelor's,NSC,,,1400
a02f4000006n7AbAAI,09/21/2011,03/19/2016,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,MICROBIOLOGY,999
a02f4000006n7AaAAI,06/18/2012,08/11/2012,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,998
a02f4000006n7AcAAI,08/20/2011,12/15/2011,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,997
a02f4000006n6jsAAA,01/17/2017,05/24/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2879
a02f4000006n6jrAAA,06/17/2013,08/10/2013,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2878
a02f4000006n6jqAAA,09/04/2012,05/18/2016,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ART HISTORY,2877
a02f4000006n6jtAAA,09/02/2014,12/19/2014,11/28/2018,Transferred out,Bachelor's,NSC,,,2876
a02f4000006n6juAAA,06/29/2015,08/13/2015,11/28/2018,Transferred out,Bachelor's,NSC,,,2875
a02f400000Bli1XAAR,06/11/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,384
a02f4000006n6kYAAQ,08/16/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,383
a02f4000006n6kXAAQ,06/15/2015,08/06/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,382
a02f4000006n6kWAAQ,08/25/2014,12/17/2015,11/28/2018,Transferred out,Bachelor's,NSC,,,381
a02f400000Bli1zAAB,08/15/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2035
a02f400000Bli4ZAAR,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2766
a02f400000Bli2fAAB,08/22/2018,,11/28/2018,Attending,Bachelor's,NSC,,,131
a02f4000006n6lbAAA,08/24/2016,05/12/2017,11/28/2018,Withdrew,Bachelor's,NSC,,,130
a02f4000006n6lcAAA,09/25/2017,12/15/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,129
a02f4000006n7Q3AAI,08/22/2016,10/27/2016,11/28/2018,Withdrew,Bachelor's,NSC,,,1138
a02f4000006n6t5AAA,09/28/2017,,11/28/2018,Attending,Bachelor's,NSC,,,140
a02f400000Bli1MAAR,08/21/2018,,11/28/2018,Attending,Bachelor's,NSC,,,419
a02f400000Bli1NAAR,05/25/2018,05/25/2018,11/28/2018,Graduated,Associate's,NSC,ASSOCIATE IN ARTS-TRANSFER,HISTORY,418
a02f4000006n6nSAAQ,01/17/2017,12/15/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,417
a02f4000006n6nRAAQ,08/18/2014,07/21/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,416
a02f400000Bli1OAAR,01/17/2018,05/23/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,415
a02f4000006n6nQAAQ,06/12/2017,07/20/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,414
a02f4000006n6nPAAQ,08/17/2016,12/08/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,413
a02f4000006n6kGAAQ,09/19/2015,,11/28/2018,Attending,Bachelor's,NSC,,,1694
a02f400000Bli67AAB,01/16/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2704
a02f4000006n6mqAAA,08/17/2016,05/18/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2703
a02f4000006n6mpAAA,08/16/2017,12/16/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2702
a02f4000006n6fiAAA,01/01/2014,05/31/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,921
a02f4000006n6fkAAA,12/31/2015,12/31/2015,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,BIOLOGY,920
a02f4000006n6fjAAA,09/06/2011,05/21/2015,11/28/2018,Transferred out,Bachelor's,NSC,,,919
a02f4000006n6fhAAA,06/09/2014,09/19/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,918
a02f4000006n6mcAAA,08/16/2017,,11/28/2018,Attending,Bachelor's,NSC,,,474
a02f400000BlhzYAAR,01/20/2016,05/26/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1309
a02f400000BlhzZAAR,01/22/2015,05/21/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1308
a02f400000BlhzaAAB,09/17/2011,12/13/2012,11/28/2018,Withdrew,Bachelor's,NSC,,,1307
a02f400000BlhzVAAR,05/27/2016,05/27/2016,11/28/2018,Graduated,Associate's,NSC,ASSOCIATE IN ARTS-TRANSFER,KINESIOLOGY: CSU,1306
a02f400000BlhzWAAR,06/15/2015,12/16/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1305
a02f400000BlhzXAAR,08/19/2013,12/19/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1304
a02f400000Bli5OAAR,05/29/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1880
a02f4000006n7P6AAI,09/28/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1879
a02f4000006n6x4AAA,08/28/2017,,11/28/2018,Attending,Bachelor's,NSC,,,2630
a02f400000Bli1FAAR,09/22/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1331
a02f4000006n6iMAAQ,08/24/2015,12/13/2015,11/28/2018,Transferred out,Bachelor's,NSC,,,2470
a02f400000Bli6WAAR,08/27/2018,08/28/2018,11/28/2018,Transferred out,Bachelor's,NSC,,,2469
a02f400000Bli6VAAR,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2468
a02f4000006n6iNAAQ,01/20/2016,08/04/2018,11/28/2018,Graduated,Associate's or Certificate (TBD),NSC,CERTIFICATE PROGRAM,UNIVERSITY TRANSFER: CSUGE,2467
a02f4000006n78YAAQ,09/07/2016,,11/28/2018,Attending,Bachelor's,NSC,,,2723
a02f4000006n7CuAAI,08/22/2016,,11/28/2018,Attending,Bachelor's,NSC,,,1822
a02f4000006n7CvAAI,06/12/2017,07/20/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1821
a02f4000006n7AEAAY,08/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1074
a02f4000006n6xXAAQ,06/15/2015,08/05/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1092
a02f4000006n6xVAAQ,09/17/2016,,11/28/2018,Attending,Bachelor's,NSC,,,1091
a02f4000006n6xWAAQ,08/19/2013,05/27/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1090
a02f4000006n737AAA,08/19/2013,06/02/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PHILOSOPHY,1364
a02f4000006n6j3AAA,08/29/2015,05/25/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1051
a02f4000006n6j2AAA,08/29/2015,12/19/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1050
a02f4000006n78NAAQ,08/15/2014,05/11/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,RHETORIC BA,1249
a02f400000BlhxSAAR,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2636
a02f400000Blhx2AAB,09/26/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1000
a02f4000006n7GWAAY,01/09/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1950
a02f4000006n7GVAAY,09/24/2015,06/10/2016,11/28/2018,Transferred out,Bachelor's,NSC,,,1949
a02f4000006n7GXAAY,09/26/2016,12/16/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1948
a02f4000006n6leAAA,08/17/2016,12/09/2016,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1905
a02f4000006n6qeAAA,08/24/2016,05/16/2017,11/28/2018,Transferred out,Bachelor's,NSC,,,1841
a02f400000Bli8mAAB,09/04/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1840
a02f4000006n6qdAAA,09/05/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1839
a02f4000006n6xMAAQ,08/29/2016,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1421
a02f4000006n7L7AAI,08/28/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1209
a02f400000BlhylAAB,08/20/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1254
a02f400000Bli0rAAB,06/11/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2789
a02f400000Bli0qAAB,09/28/2017,,11/28/2018,Attending,Bachelor's,NSC,,,2788
a02f4000006n7NJAAY,09/21/2016,,11/28/2018,Attending,Bachelor's,NSC,,,1561
a02f4000006n7NIAAY,06/26/2017,08/19/2017,11/28/2018,Withdrew,Bachelor's,NSC,,,1560
a02f4000006n7NKAAY,08/20/2016,12/15/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1559
a02f400000Bli5pAAB,05/29/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2193
a02f4000006n6ofAAA,08/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,2192
a02f400000Bli0mAAB,08/27/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,845
a02f4000006n6kSAAQ,09/05/2017,04/19/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,844
a02f4000006n7FpAAI,08/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1831
a02f400000BlhxoAAB,09/24/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1379
a02f400000BlhxnAAB,08/16/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1378
a02f4000006n71UAAQ,08/17/2015,12/09/2015,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1937
a02f4000006n71TAAQ,08/18/2014,12/19/2014,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1936
