Id,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index (for debugging),Enrollment_Status__c
a02f4000006n7DTAAY,2016-08-24,2016-12-12,2019-11-18,Withdrew,Bachelor's,NSC,,,1392.0,
a02f400000G1i6xAAB,2019-01-07,2019-01-10,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,1393.0,H
a02f4000006n6rHAAQ,2015-01-12,2015-05-15,2019-11-18,Withdrew,Bachelor's,NSC,,,2645.0,W
a02f4000006n6rGAAQ,2013-08-26,2014-05-16,2019-11-18,Withdrew,Bachelor's,NSC,,,2644.0,W
a02f400000G1i5dAAB,2019-01-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3733.0,Q
a02f400000Blhy8AAB,2018-08-15,2018-08-27,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3732.0,
a02f400000Blhy4AAB,2018-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,890.0,
a02f400000EtAIZAA3,2016-08-24,2017-05-16,2019-11-18,Withdrew,Bachelor's,NSC,,,2595.0,L
a02f400000KbGe1AAF,2019-08-26,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3125.0,H
a02f4000006n6srAAA,2017-08-28,2018-12-14,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3124.0,H
a02f4000006n6s2AAA,2016-08-24,2016-12-12,2019-11-18,Withdrew,Bachelor's,NSC,,,2632.0,Q
a02f4000006n6s1AAA,2015-08-20,2015-12-08,2019-11-18,Withdrew,Bachelor's,NSC,,,2631.0,F
a02f400000KbGjmAAF,2019-09-21,,2019-11-18,Attending,Bachelor's,NSC,,,3973.0,W
a02f400000iSnEsAAK,2020-06-29,2020-07-06,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3972.0,F
a02f400000PaNQhAAN,2020-01-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1438.0,
a02f4000006n7NDAAY,2017-08-16,2019-05-20,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1437.0,H
a02f400000Bli2SAAR,2018-08-22,,2019-11-18,Attending,Bachelor's,NSC,,,4091.0,Q
a02f4000006n7CiAAI,2016-08-24,2016-12-16,2019-11-18,Transferred out,Bachelor's,NSC,,,4090.0,
a02f4000006n7ChAAI,2017-01-17,2018-07-12,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,4089.0,
a02f400000KbGZXAA3,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,3120.0,F
a02f400000G1i7FAAR,2019-01-14,2019-05-12,2019-11-18,Graduated,Master's,NSC,MASTER OF SCIENCE,HEALTHCARE SYSTEMS ENGINEERING,2408.0,F
a02f4000006n7FeAAI,2014-08-25,2018-12-14,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF BUSINESS ADMIN.,MANAGEMENT,2407.0,L
a02f4000006n6sYAAQ,2017-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,1751.0,L
a02f400000Bli7WAAR,2018-08-27,2019-07-07,2016-04-13,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,1982.0,H
a02f400000iSnFaAAK,2020-08-18,,2019-11-18,Attending,Bachelor's,NSC,,,3538.0,Q
a02f400000G1i5TAAR,2019-01-04,,2019-11-18,Attending,Bachelor's,NSC,,,3883.0,H
a02f4000006n6vqAAA,2016-09-17,2018-06-15,2019-11-18,Transferred out,Bachelor's,NSC,,,3882.0,Q
a02f400000Bli5dAAB,2018-06-18,2018-07-26,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3884.0,
a02f4000006n6vwAAA,2017-09-25,2017-12-15,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,222.0,
a02f400000Bli96AAB,2018-01-16,,2019-11-18,Attending,Bachelor's,NSC,,,221.0,Q
a02f400000KZCJGAA5,2019-06-24,,2019-11-18,Attending,Bachelor's,NSC,,,220.0,Q
a02f400000iSnGCAA0,2020-06-29,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4248.0,L
a02f400000Bli26AAB,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,4247.0,F
a02f400000KbGhJAAV,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,375.0,L
a02f400000iSnAUAA0,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,4063.0,L
a02f4000006n6esAAA,2014-08-18,2016-05-25,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3815.0,L
a02f400000iSnEoAAK,2020-08-31,,2019-11-18,Attending,Bachelor's,NSC,,,3207.0,L
a02f400000KbGfTAAV,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,2463.0,F
a02f4000006n7L8AAI,2017-08-28,2018-12-09,2019-11-18,Withdrew,Bachelor's,NSC,,,2462.0,W
a02f400000iSnAlAAK,2020-08-19,,2019-11-18,Attending,Bachelor's,NSC,,,894.0,Q
a02f400000KbGf6AAF,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3970.0,H
a02f400000KbGinAAF,2019-09-21,,2019-11-18,Attending,Bachelor's,NSC,,,4235.0,
a02f400000Bli9HAAR,2017-09-25,2019-06-28,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,4234.0,F
a02f400000iSnDAAA0,2020-08-18,,2019-11-18,Attending,Bachelor's,NSC,,,2875.0,
a02f4000006n6xKAAQ,2016-09-26,2016-12-16,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3045.0,L
a02f4000006n7A1AAI,2017-08-23,2019-05-13,2019-11-18,Transferred out,Bachelor's,NSC,,,617.0,
a02f400000KbGgkAAF,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,734.0,
a02f400000KbGXwAAN,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,1016.0,L
a02f4000006n7LEAAY,2016-09-21,2020-09-11,2018-11-28,Graduated,Bachelor's,Coordinator Verified,BACHELOR OF ARTS,DESIGN,163.0,
a02f400000KbGgXAAV,2019-08-20,,2019-11-18,Attending,Bachelor's,NSC,,,3581.0,L
a02f400000KbGiEAAV,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,1612.0,F
a02f4000006n7PEAAY,2013-08-28,2013-12-13,2019-11-18,Transferred out,Bachelor's,NSC,,,344.0,W
a02f4000006n7PGAAY,2016-09-26,2016-12-16,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,343.0,L
a02f4000006n7PFAAY,2013-09-23,2014-06-27,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,342.0,F
a02f400000Bli6eAAB,2018-07-02,2018-07-04,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1388.0,F
a02f4000006n6mQAAQ,2016-06-27,2016-09-16,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1387.0,
a02f4000006n6mPAAQ,2015-09-24,2019-12-13,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ECONOMICS,1386.0,L
a02f4000006n72lAAA,2017-08-28,,2019-11-18,Attending,Bachelor's,NSC,,,2671.0,F
a02f4000006n7HEAAY,2015-09-19,2016-03-17,2019-11-18,Withdrew,Bachelor's,NSC,,,1822.0,W
a02f4000006n7HFAAY,2016-09-26,2018-03-30,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1821.0,Q
a02f4000006n6n7AAA,2017-09-21,,2019-11-18,Attending,Bachelor's,NSC,,,888.0,
a02f400000Bli6FAAR,2018-09-04,,2019-11-18,Attending,Bachelor's,NSC,,,3304.0,F
a02f4000006n71yAAA,2017-03-05,2018-08-07,2019-11-18,Graduated,Associate's,NSC,ASSOCIATE IN ARTS,LIBERAL ARTS AA,3303.0,Q
a02f400000KbGeCAAV,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,2602.0,L
a02f400000KbGeDAAV,2019-08-24,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2601.0,Q
a02f400000iSn9cAAC,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2600.0,L
a02f400000PaNQKAA3,2020-02-18,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3868.0,Q
a02f4000006n6z0AAA,2017-08-19,2018-12-20,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3867.0,L
a02f400000KbGfaAAF,2019-09-03,,2019-11-18,Attending,Bachelor's,NSC,,,1857.0,F
a02f400000PaNOpAAN,2020-01-06,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1788.0,L
a02f400000iSnFeAAK,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,1787.0,
a02f400000Bli7mAAB,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,1786.0,F
a02f400000iSnD3AAK,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2171.0,H
a02f400000KbGj8AAF,2019-07-01,2019-07-24,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2170.0,L
a02f400000KbGj7AAF,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,2169.0,L
a02f400000iSnA9AAK,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1965.0,W
a02f400000G1i6EAAR,2019-01-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1964.0,H
a02f4000006n76fAAA,2017-08-16,2018-08-28,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1963.0,F
a02f4000006n7PHAAY,2017-08-28,,2019-11-18,Attending,Bachelor's,NSC,,,3478.0,L
a02f400000Bli4HAAR,2018-06-11,2018-08-02,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3479.0,H
a02f400000iSnGdAAK,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,1219.0,F
a02f400000Etj8YAAR,2018-08-27,2019-05-17,2019-11-18,Transferred out,Bachelor's,NSC,,,967.0,H
a02f400000KbGbXAAV,2018-08-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1676.0,Q
a02f400000KbGbYAAV,2018-01-17,2018-01-25,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1675.0,L
a02f400000KZCI9AAP,2019-05-29,2020-05-22,2018-11-28,Graduated,Associate's,Coordinator Verified,ASSOCIATE IN SCIENCE -TRANSFER,ECONOMICS,3690.0,
a02f400000EtAITAA3,2018-08-27,2019-05-24,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3691.0,Q
a02f400000EtAISAA3,2018-05-29,2018-08-15,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3689.0,
a02f4000006n6qzAAA,2017-08-28,,2019-11-18,Attending,Bachelor's,NSC,,,4056.0,
a02f400000iSnFNAA0,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4055.0,H
a02f4000006n7MfAAI,2017-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,3320.0,F
a02f400000PaNP7AAN,2020-01-06,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4075.0,Q
a02f4000006n6pPAAQ,2017-08-16,2018-05-23,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3276.0,F
a02f400000Bli44AAB,2018-08-15,2019-05-21,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3275.0,F
a02f400000BlhxfAAB,2018-08-27,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1198.0,F
a02f4000006n7P4AAI,2017-01-17,2017-06-06,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1197.0,
a02f4000006n7P5AAI,2014-08-25,2015-05-07,2019-11-18,Withdrew,Bachelor's,NSC,,,1196.0,
a02f400000EtAIaAAN,2018-01-16,2018-04-04,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2878.0,F
a02f400000iSnEUAA0,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2520.0,Q
a02f400000KbGbuAAF,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,2519.0,L
a02f400000KbGd7AAF,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,238.0,F
a02f400000Bli3AAAR,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,502.0,H
a02f4000006n7McAAI,2014-08-19,2018-05-17,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PSYCHOLOGY,501.0,W
a02f4000006n7MdAAI,2016-06-06,2016-09-16,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,500.0,H
a02f4000006n6kDAAQ,2014-08-19,2019-05-18,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ENVIRONMENTAL STUDIES,2693.0,W
a02f4000006n6kCAAQ,2015-06-15,2015-07-22,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2692.0,H
a02f400000KbGhMAAV,2019-08-19,,2019-11-18,Attending,Bachelor's,NSC,,,985.0,F
a02f400000KbGdjAAF,2019-08-05,,2019-11-18,Attending,Bachelor's,NSC,,,2451.0,H
a02f400000Bli5KAAR,2018-09-26,,2019-11-18,Attending,Bachelor's,NSC,,,2064.0,Q
a02f400000Bli5JAAR,2018-08-25,2018-12-20,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2063.0,
a02f400000Bli3HAAR,2018-08-27,2019-05-17,2019-11-18,Withdrew,Bachelor's,NSC,,,269.0,
a02f4000006n6txAAA,2017-08-28,,2019-11-18,Attending,Bachelor's,NSC,,,3297.0,F
a02f4000006n6tyAAA,2013-08-19,2017-05-26,2019-11-18,Graduated,Certificate,NSC,CERTIFICATE PROGRAM,ECE/CHILD DEVELOPMENT: CSU,3296.0,L
a02f400000KbGffAAF,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1292.0,H
a02f400000KbGfgAAF,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,1291.0,F
a02f4000006n6yxAAA,2015-05-26,2018-05-25,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1289.0,Q
a02f400000G1i64AAB,2019-01-26,2019-05-24,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1290.0,F
a02f400000iSnCnAAK,2020-08-31,,2019-11-18,Attending,Bachelor's,NSC,,,2180.0,L
a02f400000KbGXlAAN,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,2311.0,H
a02f400000Bli1BAAR,2018-09-27,,2019-11-18,Attending,Bachelor's,NSC,,,2206.0,Q
a02f4000006n6nMAAQ,2015-08-31,2016-12-17,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2488.0,L
a02f400000iSn9kAAC,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,1693.0,F
a02f400000iSnBLAA0,2020-04-06,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3619.0,Q
a02f400000Bli6IAAR,2018-09-22,,2019-11-18,Attending,Bachelor's,NSC,,,3618.0,
a02f400000Bli4TAAR,2018-06-18,,2019-11-18,Attending,Bachelor's,NSC,,,4185.0,
a02f400000KbGjGAAV,2019-07-01,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4184.0,
a02f400000iSnFRAA0,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1747.0,F
a02f400000KbGj1AAF,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,1746.0,H
a02f4000006n6hgAAA,2015-09-24,,2019-11-18,Attending,Bachelor's,NSC,,,4150.0,H
a02f4000006n7HcAAI,2015-06-15,2015-08-08,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,811.0,W
a02f400000Bli27AAB,2018-01-05,2019-03-22,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMMUNITY STUDIES,810.0,H
a02f4000006n7HbAAI,2014-09-27,2017-06-15,2019-11-18,Transferred out,Bachelor's,NSC,,,809.0,H
a02f400000KZCIwAAP,2019-06-03,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1991.0,Q
a02f4000006n6kQAAQ,2017-08-28,2018-01-30,2019-11-18,Withdrew,Bachelor's,NSC,,,1990.0,L
a02f4000006n6sPAAQ,2015-08-31,2019-05-12,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,MARKETING MANAGEMENT,2356.0,F
a02f400000Bli7EAAR,2018-08-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1525.0,F
a02f400000KbGd8AAF,2019-09-21,,2019-11-18,Attending,Bachelor's,NSC,,,2537.0,L
a02f4000006n6lUAAQ,2016-09-17,2020-06-11,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PSYCHOLOGY,908.0,F
a02f400000iSnHHAA0,2020-08-17,,2019-11-18,Attending,Bachelor's,NSC,,,1021.0,
a02f4000006n79fAAA,2017-08-16,2020-09-07,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,2350.0,L
a02f400000iSn9gAAC,2020-08-19,,2019-11-18,Attending,Bachelor's,NSC,,,2817.0,
a02f400000KbGZpAAN,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,2557.0,Q
a02f400000iSn8mAAC,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2556.0,Q
a02f4000006n79AAAQ,2016-08-17,2019-05-24,2019-11-18,Graduated,Certificate,NSC,CERTIFICATE PROGRAM,UNIVERSITY TRANSFER: IGETC UC,1528.0,Q
a02f400000iSn9WAAS,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,1527.0,
a02f400000KbGamAAF,2019-08-19,,2019-11-18,Attending,Bachelor's,NSC,,,1526.0,H
a02f400000KbGZAAA3,2019-06-24,2019-12-12,2019-11-18,Graduated,Associate's,NSC,ASSOCIATE IN APPLIED SCIENCES - HUMAN SERVICES,HUMAN SERVICES AAS,3820.0,L
a02f400000PaNOhAAN,2020-01-13,2020-05-09,2019-11-18,Withdrew,Bachelor's,NSC,,,3819.0,Q
a02f400000KbGZ9AAN,2019-09-23,,2019-11-18,Attending,Bachelor's,NSC,,,3818.0,
a02f400000Bli5HAAR,2018-08-27,2018-12-15,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2599.0,L
a02f400000KbGfdAAF,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2937.0,H
a02f4000006n7CMAAY,2017-08-23,,2019-11-18,Attending,Bachelor's,NSC,,,2453.0,W
a02f4000006n6mKAAQ,2017-08-28,2018-05-03,2019-11-18,Withdrew,Bachelor's,NSC,,,101.0,F
a02f400000KbGahAAF,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4205.0,Q
a02f400000BlhztAAB,2017-09-25,2018-06-29,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,4204.0,W
a02f400000KbGdlAAF,2019-07-01,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2731.0,
a02f4000006n6y3AAA,2016-09-15,,2019-11-18,Attending,Bachelor's,NSC,,,2730.0,H
a02f4000006n7NJAAY,2016-09-21,,2019-11-18,Attending,Bachelor's,NSC,,,2771.0,Q
a02f4000006n7NKAAY,2016-08-20,2016-12-15,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2770.0,L
a02f4000006n7NIAAY,2017-06-26,2017-08-19,2019-11-18,Withdrew,Bachelor's,NSC,,,2769.0,Q
a02f4000006n6s3AAA,2017-08-23,2018-05-11,2019-11-18,Transferred out,Bachelor's,NSC,,,1187.0,F
a02f400000BlhyuAAB,2018-08-25,2019-05-24,2019-11-18,Graduated,Certificate,NSC,CERTIFICATE 30-59 UNITS,"TRANSFER STUDIES-IGETC, CERT",1186.0,H
a02f400000KbGZuAAN,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,1184.0,F
a02f400000G1i78AAB,2019-01-19,2019-05-22,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1189.0,Q
a02f400000G1i77AAB,2019-01-19,2019-05-22,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1188.0,F
a02f400000G1i76AAB,2019-01-19,2019-05-22,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1185.0,Q
a02f400000Bli0WAAR,2018-08-15,2018-12-17,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1912.0,F
a02f400000G1i6HAAR,2019-01-22,2019-05-14,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1911.0,Q
a02f4000006n7FGAAY,2016-08-17,2017-12-06,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,360.0,F
a02f4000006n7EtAAI,2017-08-14,2018-05-18,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,416.0,
a02f400000Bli3GAAR,2018-08-20,2019-06-06,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,415.0,
a02f400000KbGXzAAN,2019-07-01,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,560.0,F
a02f4000006n6iHAAQ,2016-09-19,2020-06-12,2018-11-28,Graduated,Bachelor's,Coordinator Verified,BACHELOR OF ARTS,"THEATRE, FILM, & DIGITAL PROD",559.0,Q
a02f400000KbGjLAAV,2019-09-23,,2019-11-18,Attending,Bachelor's,NSC,,,3506.0,L
a02f4000006n6hvAAA,2016-08-24,2017-05-16,2019-11-18,Withdrew,Bachelor's,NSC,,,2406.0,L
a02f400000iSnC3AAK,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3943.0,L
a02f4000006n76IAAQ,2017-09-28,,2019-11-18,Attending,Bachelor's,NSC,,,3942.0,
a02f400000Blhx6AAB,2018-08-20,2019-10-16,2019-11-18,Withdrew,Bachelor's,NSC,,,3154.0,Q
a02f400000BlhysAAB,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,3165.0,Q
a02f400000KbGc4AAF,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,4220.0,H
a02f400000KbGY6AAN,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4096.0,
a02f400000BlhxeAAB,2018-08-27,2019-05-17,2019-11-18,Transferred out,Bachelor's,NSC,,,4095.0,
a02f4000006n7AqAAI,2016-09-26,2020-06-26,2019-11-18,Graduated,Certificate,NSC,CERTIF OF ACHIEV 45-89 QTR,SOCIOLOGY FOR TRANSFER,766.0,
a02f400000iSnDWAA0,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,765.0,Q
a02f4000006n71mAAA,2017-08-16,,2019-11-18,Attending,Bachelor's,NSC,,,956.0,W
a02f400000Bli11AAB,2018-05-29,2018-08-15,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,957.0,L
a02f4000006n6sCAAQ,2015-08-17,2015-12-11,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,149.0,F
a02f4000006n6zCAAQ,2014-08-28,2018-05-19,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PSYCHOLOGY,2955.0,F
a02f400000KbGdvAAF,2019-08-19,,2019-11-18,Attending,Bachelor's,NSC,,,167.0,L
a02f400000Bli8yAAB,2018-01-08,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1449.0,W
a02f400000Bli8zAAB,2017-09-28,2018-01-11,2019-11-18,Transferred out,Bachelor's,NSC,,,1448.0,
a02f400000PaNQ2AAN,2020-01-06,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1447.0,
a02f400000Bli2dAAB,2018-07-02,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2223.0,L
a02f400000KbGgSAAV,2019-08-24,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3589.0,Q
a02f400000KbGgNAAV,2019-09-23,,2019-11-18,Attending,Bachelor's,NSC,,,3681.0,F
a02f400000KbGaDAAV,2019-05-28,,2019-11-18,Attending,Bachelor's,NSC,,,1212.0,
a02f400000KbGjHAAV,2019-08-28,,2019-11-18,Attending,Bachelor's,NSC,,,401.0,
a02f400000Bli4AAAR,2018-09-04,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2534.0,F
a02f4000006n7MtAAI,2014-09-22,2014-09-23,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1745.0,Q
a02f400000Bli0hAAB,2018-04-09,2018-04-14,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1743.0,H
a02f4000006n7MrAAI,2013-09-23,2016-12-16,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1742.0,H
a02f4000006n7MsAAI,2017-08-16,2019-05-22,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1744.0,F
a02f400000Bli7cAAB,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,645.0,F
a02f4000006n76MAAQ,2014-08-25,2018-05-11,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMM SCIENCES AND DISORDERS,644.0,L
a02f4000006n76OAAQ,2016-05-31,2016-07-05,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,643.0,F
a02f4000006n76NAAQ,2015-06-01,2015-07-02,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,642.0,F
a02f4000006n6piAAA,2017-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,2044.0,Q
a02f400000iSnC0AAK,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2043.0,L
a02f400000KZCHIAA5,2019-06-17,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2042.0,Q
a02f400000Bli0AAAR,2018-05-29,2018-08-15,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2041.0,W
a02f400000KbGfPAAV,2019-09-21,2020-06-12,2019-11-18,Withdrew,Bachelor's,NSC,,,2525.0,Q
a02f4000006n6fHAAQ,2017-08-28,2018-05-08,2019-11-18,Transferred out,Bachelor's,NSC,,,924.0,Q
a02f400000KbGZlAAN,2019-08-24,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,923.0,
a02f400000Bli1AAAR,2018-05-29,2018-08-15,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,922.0,Q
a02f4000006n6iuAAA,2014-08-25,2015-05-15,2019-11-18,Transferred out,Bachelor's,NSC,,,1255.0,Q
a02f4000006n6ivAAA,2015-08-17,2017-05-18,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1253.0,F
a02f4000006n6itAAA,2017-08-21,2018-12-15,2019-11-18,Withdrew,Bachelor's,NSC,,,1254.0,W
a02f400000KbGYHAA3,2019-08-28,,2019-11-18,Attending,Bachelor's,NSC,,,4165.0,W
a02f4000006n6uaAAA,2016-08-17,2019-05-24,2019-11-18,Graduated,Associate's,NSC,ASSOCIATE IN ARTS-TRANSFER,SOCIAL SCIENCE,4164.0,H
a02f400000iSnCcAAK,2020-08-19,,2019-11-18,Attending,Bachelor's,NSC,,,3752.0,L
a02f400000PaNOBAA3,2020-01-13,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3646.0,F
a02f400000BlhxoAAB,2018-09-24,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3644.0,L
a02f400000BlhxnAAB,2018-08-16,2018-12-06,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3645.0,F
a02f400000BlhzPAAR,2018-09-27,,2019-11-18,Attending,Bachelor's,NSC,,,3058.0,Q
